index,callset_order,sample_id,conc (ng/ul),sequencing_date,sampleset_id,fastq_1_path,fastq_2_path,bam_path,vcf_path,legacy_id,country,location,admin1_name,latitude,longitude,sequencing_qc_pass,data_qc_pass,analysis_pop,pop_code,SuperPopulation,collection_method,collection_date,note,Unnamed: 23,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
315,315,Dubt_I_07,7.82,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Dubt_I_07.merged.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Dubt_I_07.merged.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Dubt_I_07.merged.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Dubt_I_07.merged.g.vcf.gz,Dubt_I_06_EKDN240018878-1A_223WLMLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-17.61979,0.6756936,41.572445,26.450062,-1.5999342,17.30217,27.314367,59.3299,-39.426453,31.785652
316,316,Dubt_I_10,9.79,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_10_EKDN240018880-1A_223WLMLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_10_EKDN240018880-1A_223WLMLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_10_EKDN240018880-1A_223WLMLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_10_EKDN240018880-1A_223WLMLT4_L8.g.vcf.gz,Dubt_I_07_EKDN240018879-1A_223WLHLT4_L2,Ethiopia,Dubti,Afar,11.733333,41.083333,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-14.586159,0.7651959,65.97172,36.23213,-25.753344,5.135434,6.92668,83.50774,-80.94048,33.384563
317,317,Dubt_I_12,14.57,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_12_EKDN240018882-1A_22772HLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_12_EKDN240018882-1A_22772HLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_12_EKDN240018882-1A_22772HLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_12_EKDN240018882-1A_22772HLT4_L8.g.vcf.gz,Dubt_I_11_EKDN240018881-1A_223WLMLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-17.818188,0.61844313,42.724567,27.705778,-16.801395,-13.247052,9.898275,-13.6286335,43.5896,5.7559614
318,318,Dubt_I_15,13.36,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_15_EKDN240018883-1A_223WLMLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_15_EKDN240018883-1A_223WLMLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_15_EKDN240018883-1A_223WLMLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_15_EKDN240018883-1A_223WLMLT4_L8.g.vcf.gz,Dubt_I_12_EKDN240018882-1A_22772HLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-15.968388,0.8357543,89.96789,32.460976,-14.736722,20.824015,15.766987,73.347275,-58.60208,-28.546482
319,319,Dubt_I_16,8.86,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_16_EKDN240018884-1A_223WLMLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_16_EKDN240018884-1A_223WLMLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_16_EKDN240018884-1A_223WLMLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_16_EKDN240018884-1A_223WLMLT4_L8.g.vcf.gz,Dubt_I_15_EKDN240018883-1A_223WLMLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-15.406304,0.4455204,59.891018,-12.142155,-34.074253,5.3679852,17.308643,46.168365,-53.501,2.3742518
320,320,Dubt_I_19,11.71,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_19_EKDN240018885-1A_223WLMLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_19_EKDN240018885-1A_223WLMLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_19_EKDN240018885-1A_223WLMLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_19_EKDN240018885-1A_223WLMLT4_L8.g.vcf.gz,Dubt_I_16_EKDN240018884-1A_223WLMLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-15.4990015,0.79827195,66.568306,-15.635469,-6.3887033,12.38643,21.917732,85.51904,-68.555984,-5.716169
321,321,Dubt_I_20,9.52,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_20_EKDN240018886-1A_223WLMLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_20_EKDN240018886-1A_223WLMLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_20_EKDN240018886-1A_223WLMLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_20_EKDN240018886-1A_223WLMLT4_L8.g.vcf.gz,Dubt_I_19_EKDN240018885-1A_223WLMLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-16.480598,0.63136894,51.143566,20.448961,-0.9746714,37.671246,-17.220018,-19.422426,7.9761434,-48.804264
322,322,Dubt_I_22,10.54,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_22_EKDN240018887-1A_22JVYWLT3_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_22_EKDN240018887-1A_22JVYWLT3_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_22_EKDN240018887-1A_22JVYWLT3_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_22_EKDN240018887-1A_22JVYWLT3_L6.g.vcf.gz,Dubt_I_20_EKDN240018886-1A_223WLMLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-15.9498005,0.55242014,70.62401,53.805214,1.2998424,27.29634,-4.25995,-20.802147,43.602215,13.830911
323,323,Dubt_I_23,10.6,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_23_EKDN240018888-1A_22772HLT4_L5_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_23_EKDN240018888-1A_22772HLT4_L5_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_23_EKDN240018888-1A_22772HLT4_L5.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_23_EKDN240018888-1A_22772HLT4_L5.g.vcf.gz,Dubt_I_22_EKDN240018887-1A_22JVYWLT3_L6,Ethiopia,Dubti,Afar,11.733333,41.083333,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-16.737503,0.82443714,64.32148,23.436882,12.861315,-5.127946,2.1265683,60.694878,-69.11137,9.403645
324,324,Dubt_I_26,13.06,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_26_EKDN240018889-1A_22772HLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_26_EKDN240018889-1A_22772HLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_26_EKDN240018889-1A_22772HLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_26_EKDN240018889-1A_22772HLT4_L8.g.vcf.gz,Dubt_I_23_EKDN240018888-1A_22772HLT4_L5,Ethiopia,Dubti,Afar,11.733333,41.083333,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-16.59778,0.7869118,49.639694,6.1377645,16.12578,25.211895,41.302597,58.88803,-67.17704,18.580645
325,325,Dubt_I_27,12.15,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_27_EKDN240018890-1A_22JVYWLT3_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_27_EKDN240018890-1A_22JVYWLT3_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_27_EKDN240018890-1A_22JVYWLT3_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_27_EKDN240018890-1A_22JVYWLT3_L6.g.vcf.gz,Dubt_I_26_EKDN240018889-1A_22772HLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-16.683256,1.0163838,45.128487,5.647922,-8.853591,39.179943,37.39283,95.2382,-44.064453,-6.04642
326,326,Dubt_I_28,7.88,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_28_EKDN240018891-1A_22772HLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_28_EKDN240018891-1A_22772HLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_28_EKDN240018891-1A_22772HLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_28_EKDN240018891-1A_22772HLT4_L8.g.vcf.gz,Dubt_I_27_EKDN240018890-1A_22JVYWLT3_L6,Ethiopia,Dubti,Afar,11.733333,41.083333,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-17.399088,0.8077609,51.41672,24.533794,-29.849014,-8.317087,9.880654,41.22511,-54.547234,15.50856
327,327,Dubt_I_30,12.84,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_30_EKDN240018892-1A_22772HLT4_L5_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_30_EKDN240018892-1A_22772HLT4_L5_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_30_EKDN240018892-1A_22772HLT4_L5.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_30_EKDN240018892-1A_22772HLT4_L5.g.vcf.gz,Dubt_I_28_EKDN240018891-1A_22772HLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-18.373468,0.72994083,11.582012,29.446808,-3.8567264,20.505907,-19.999413,-30.752552,37.88111,-28.894754
424,424,Jiga_I_01,8.13,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Jiga_I_01_EKDN240018816-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Jiga_I_01_EKDN240018816-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Jiga_I_01_EKDN240018816-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Jiga_I_01_EKDN240018816-1A_223WLMLT4_L6.g.vcf.gz,Dubt_I_30_EKDN240018892-1A_22772HLT4_L5,Ethiopia,Jiga,Amhara,10.4019152,37.2224323,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-20.28855,0.9256379,18.966408,38.231735,-30.026318,50.575287,-23.357306,-42.72178,28.163364,28.40001
425,425,Jiga_I_02,7.78,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Jiga_I_02_EKDN240018817-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Jiga_I_02_EKDN240018817-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Jiga_I_02_EKDN240018817-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Jiga_I_02_EKDN240018817-1A_223WLMLT4_L6.g.vcf.gz,Jiga_I_01_EKDN240018816-1A_223WLMLT4_L6,Ethiopia,Jiga,Amhara,10.4019152,37.2224323,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-15.97732,0.58484304,42.93068,31.528479,-4.5390663,38.889603,-0.31041613,-48.56173,-3.855415,-46.87007
426,426,Jiga_I_03,10.24,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Jiga_I_03_EKDN240018818-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Jiga_I_03_EKDN240018818-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Jiga_I_03_EKDN240018818-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Jiga_I_03_EKDN240018818-1A_223WLMLT4_L6.g.vcf.gz,Jiga_I_02_EKDN240018817-1A_223WLMLT4_L6,Ethiopia,Jiga,Amhara,10.4019152,37.2224323,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-16.172602,0.6353812,37.12723,38.86793,-30.926826,-1.9956144,-27.434158,13.234436,31.58367,-11.004132
427,427,Jiga_I_04,7.72,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Jiga_I_04_EKDN240018819-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Jiga_I_04_EKDN240018819-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Jiga_I_04_EKDN240018819-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Jiga_I_04_EKDN240018819-1A_223WLMLT4_L6.g.vcf.gz,Jiga_I_03_EKDN240018818-1A_223WLMLT4_L6,Ethiopia,Jiga,Amhara,10.4019152,37.2224323,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-17.25371,0.5856125,33.891808,31.138912,-12.572895,38.113506,-36.682064,-20.121807,21.065525,11.348544
428,428,Jiga_I_05,6.61,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Jiga_I_05_EKDN240018820-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Jiga_I_05_EKDN240018820-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Jiga_I_05_EKDN240018820-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Jiga_I_05_EKDN240018820-1A_223WLMLT4_L6.g.vcf.gz,Jiga_I_04_EKDN240018819-1A_223WLMLT4_L6,Ethiopia,Jiga,Amhara,10.4019152,37.2224323,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-16.70293,0.615204,27.853971,31.618124,-49.3805,-5.5985804,-37.67469,0.1568588,41.701897,37.14048
429,429,Jiga_I_07,9.61,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Jiga_I_07.merged.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Jiga_I_07.merged.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Jiga_I_07.merged.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Jiga_I_07.merged.g.vcf.gz,Jiga_I_06_EKDN240018821-1A_223WLMLT4_L6,Ethiopia,Jiga,Amhara,10.4019152,37.2224323,1.0,1.0,Southeastern Ethiopia,ETN,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-20.179258,0.91741437,18.63439,38.139866,-30.259808,51.12292,-23.495241,-43.29243,28.232649,28.685446
431,431,Kebr_I_01,10.06,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Kebr_I_01_EKDN240018786-1A_223WLMLT4_L5_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Kebr_I_01_EKDN240018786-1A_223WLMLT4_L5_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Kebr_I_01_EKDN240018786-1A_223WLMLT4_L5.bam,,Jiga_I_07_EKDN240018822-1A_223WLHLT4_L2,Ethiopia,KebriDehar,Somali,6.732545,44.238128,1.0,1.0,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-20.706566,1.0777498,-97.803,10.411472,50.02607,-21.851015,-2.9978602,-45.990284,-21.35526,-13.973541
432,432,Kebr_I_02,17.01,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Kebr_I_02_EKDN240018787-1A_223WLMLT4_L5_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Kebr_I_02_EKDN240018787-1A_223WLMLT4_L5_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Kebr_I_02_EKDN240018787-1A_223WLMLT4_L5.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Kebr_I_02_EKDN240018787-1A_223WLMLT4_L5.g.vcf.gz,Kebr_I_01_EKDN240018786-1A_223WLMLT4_L5,Ethiopia,KebriDehar,Somali,6.732545,44.238128,1.0,1.0,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-21.167929,1.1018801,-105.43651,21.649689,-16.079565,-2.7175713,-3.7524922,-60.416855,-10.876698,0.58224285
433,433,Kebr_I_03,7.03,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Kebr_I_03.merged.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Kebr_I_03.merged.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Kebr_I_03.merged.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Kebr_I_03.merged.g.vcf.gz,Kebr_I_02_EKDN240018787-1A_223WLMLT4_L5,Ethiopia,KebriDehar,Somali,6.732545,44.238128,1.0,1.0,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-20.594683,0.9810961,-106.90398,-2.7897987,-0.60004836,-14.050269,-10.759047,-36.054413,-14.942566,-20.477472
434,434,Kebr_I_04,15.14,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Kebr_I_04.merged.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Kebr_I_04.merged.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Kebr_I_04.merged.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Kebr_I_04.merged.g.vcf.gz,Kebr_I_03_EKDN240018788-1A_223WLMLT4_L5,Ethiopia,KebriDehar,Somali,6.732545,44.238128,1.0,1.0,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-19.384565,1.0741932,-74.969475,18.427294,-2.9395373,-0.77935827,-5.9390554,-4.9161544,-39.113174,-63.426163
435,435,Kebr_I_06,9.2,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Kebr_I_06_EKDN240018791-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Kebr_I_06_EKDN240018791-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Kebr_I_06_EKDN240018791-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Kebr_I_06_EKDN240018791-1A_223WLMLT4_L6.g.vcf.gz,Kebr_I_05_EKDN240018790-1A_223WLMLT4_L6,Ethiopia,KebriDehar,Somali,6.732545,44.238128,1.0,1.0,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,collections between 2021-2023,,-19.999844,0.9660719,-100.02068,19.868774,-14.03014,-9.410925,-12.264965,6.827541,-27.8014,-36.44038
