index,callset_order,sample_id,conc (ng/ul),sequencing_date,sampleset_id,fastq_1_path,fastq_2_path,bam_path,vcf_path,legacy_id,country,location,admin1_name,latitude,longitude,sequencing_qc_pass,data_qc_pass,analysis_pop,pop_code,SuperPopulation,collection_method,collection_date,note,Unnamed: 23,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0,0,A01,5.02,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A01_EKDN250020030-1A_22VGFMLT4_L2.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-5.3049583,0.1544782,109.651085,47.81157,-59.67467,12.805621,-54.562225,12.304617,-39.135727,53.649216
1,1,A02,4.28,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A02_EKDN250020031-1A_22VGFMLT4_L8.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-6.07503,-0.25178474,88.530815,25.131227,-14.6095295,8.457748,-48.45471,40.469265,-15.513925,-2.548921
2,2,A03,3.6,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A03_EKDN250020032-1A_22VGFMLT4_L8.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-5.667046,0.07553022,86.62169,54.927917,-50.34921,-6.238067,-64.560234,4.540119,3.2241507,54.78673
3,3,A04,6.92,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A04_EKDN250020033-1A_22VGFMLT4_L1.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-5.3386946,0.1915207,95.627815,60.750896,-52.027943,-27.862286,-73.375435,-18.536,-24.567755,29.84435
4,4,A05,18.0,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A05_EKDN250020034-1A_22VGFMLT4_L8.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-0.66542363,-0.43401295,91.014656,50.371834,-32.251316,18.419325,-67.00069,-9.060499,-42.544342,25.463665
5,5,A06,6.44,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A06_EKDN250020035-1A_22VGFMLT4_L7.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-5.9602623,-0.07637166,85.25859,46.45551,-45.661236,6.3642235,-37.188786,25.51798,-8.460326,24.830061
6,6,A07,5.24,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A07_EKDN250020036-1A_22VGFMLT4_L8.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-7.9815454,0.13988416,64.88638,26.57624,-35.83726,0.12682302,-33.76421,30.656641,-23.143911,34.771248
7,7,A08,8.32,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A08_EKDN250020037-1A_22VGFMLT4_L1.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-6.572175,-0.06817048,87.59417,56.225445,-42.05333,17.468145,0.38257644,11.215635,-61.863846,36.4065
8,8,A10,3.2,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A10_EKDN250020039-1A_22VGFMLT4_L8.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-5.819451,-0.050386727,101.01113,49.151157,-55.18779,4.253866,-30.300388,-4.0497174,-23.78154,43.495556
9,9,A11,4.94,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A11_EKDN250020040-1A_22VGFMLT4_L4.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-3.3428633,-0.42918745,97.60855,62.772835,-37.44916,2.0101063,-16.889095,19.544086,22.782505,-7.309453
10,10,A12,8.24,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A12_EKDN250020041-1A_22VGFMLT4_L1.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-6.7445774,0.11394229,69.4014,51.168583,-28.896696,8.023931,-30.990427,-20.532307,12.593244,59.39069
11,11,A13,5.0,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A13_EKDN250020042-1A_22VGFMLT4_L1.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-6.0965033,-0.11607882,80.29254,30.745512,-44.956978,-14.285664,-8.9877825,15.670454,0.6541361,36.185192
12,12,A14,14.9,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A14_EKDN250020043-1A_22VGFMLT4_L1.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-0.25665456,-1.0968496,101.42053,41.0113,-61.33052,7.3473706,-80.7386,4.819272,11.701216,92.62117
13,13,A15,0.0,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A15_EKDN250020044-1A_22VGFMLT4_L1.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,1.3309934,-0.5351945,101.88321,42.34519,-60.97164,6.8343415,-80.6993,4.8418546,14.219422,95.09234
14,14,A16,0.0,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A16_merged.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-4.7240787,0.4787356,95.89283,61.015293,-52.7898,-28.839157,-74.32984,-19.23668,-24.999418,30.17786
15,15,A17,4.04,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A17_EKDN250020046-1A_22VGFMLT4_L4.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-7.527417,0.07460615,66.025475,39.757687,-51.66611,28.582985,-46.844727,5.6560225,-22.137953,50.46319
16,16,A19,2.12,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A19_merged.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-3.5330067,-0.40687737,128.48764,-4.683242,-42.96853,5.008454,-38.41522,5.7578073,-18.911123,48.06463
17,17,A20,2.42,01/07/2025,,,,/home/dennist/lstm_data/cease/reads_gvcf/eth.ken.2025/A20_EKDN250020049-1A_22VGFMLT4_L4.bam,,,Ethiopia,Awash,Afar,8.995309,40.158987,,,,ETN,Horn of Africa & Yemen,Prokopack,01/11/2024,,,-6.862137,0.1399938,92.48828,1.8102279,-37.1202,23.492025,-47.05314,-7.4152513,-11.522598,34.384796
43,43,Babi_I_01,13.13,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_01_EKDN240018824-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_01_EKDN240018824-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_01_EKDN240018824-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_01_EKDN240018824-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_01_EKDN240018824-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-4.4169784,0.3741527,104.218895,-5.545075,105.78318,-53.587357,55.76753,21.083977,32.725376,126.551636
44,44,Babi_I_02,21.25,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_02.merged.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_02.merged.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_02.merged.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_02.merged.g.vcf.gz,Babi_I_02_EKDN240018825-1A_223WLHLT4_L2,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-6.8195977,-0.040719658,108.79042,46.618088,223.47719,105.10854,-67.07921,-7.5689383,-60.6608,-66.73644
45,45,Babi_I_03,13.94,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_03_EKDN240018826-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_03_EKDN240018826-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F002_3_29.4.24/Babi_I_03_EKDN240018826-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F002_3_29.4.24/Babi_I_03_EKDN240018826-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_03_EKDN240018826-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-4.3957486,-0.23873815,126.68383,11.135287,85.70643,-44.938385,42.808544,19.18714,46.54164,109.01526
46,46,Babi_I_04,11.63,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_04_EKDN240018827-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_04_EKDN240018827-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_04_EKDN240018827-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_04_EKDN240018827-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_04_EKDN240018827-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-6.920815,0.3437792,93.64588,25.463472,146.26718,-17.002668,18.669542,38.447857,5.779701,32.53163
47,47,Babi_I_05,11.43,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_05_EKDN240018828-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_05_EKDN240018828-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_05_EKDN240018828-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_05_EKDN240018828-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_05_EKDN240018828-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-6.4043574,-0.122567676,96.28335,31.484652,162.65523,-11.433554,2.1651764,24.278618,11.718346,5.0830874
48,48,Babi_I_06,12.33,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_06.merged.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_06.merged.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_06.merged.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_06.merged.g.vcf.gz,Babi_I_06_EKDN240018829-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-6.9765377,0.00381657,109.19675,40.74087,208.88774,88.47998,-59.666122,-7.8447328,-55.153522,-54.4195
49,49,Babi_I_07,11.4,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_07_EKDN240018830-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_07_EKDN240018830-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_07_EKDN240018830-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_07_EKDN240018830-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_07_EKDN240018830-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-6.4391484,0.17896307,105.73033,16.516489,168.30261,-36.00575,20.576536,45.46357,-4.40784,58.848755
50,50,Babi_I_08,9.67,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_08_EKDN240018831-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_08_EKDN240018831-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_08_EKDN240018831-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_08_EKDN240018831-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_08_EKDN240018831-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-6.4157643,0.032703765,103.66374,27.88737,85.47951,-22.67487,12.105231,10.726262,35.71341,65.79024
51,51,Babi_I_09,20.93,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_09_EKDN240018832-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_09_EKDN240018832-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_09_EKDN240018832-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_09_EKDN240018832-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_09_EKDN240018832-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-6.760869,0.42201254,108.810196,46.353535,225.59688,105.53344,-68.19612,-7.1271544,-60.926632,-67.36237
52,52,Babi_I_10,21.59,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_10.merged.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_10.merged.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_10.merged.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_10.merged.g.vcf.gz,Babi_I_10_EKDN240018833-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-7.153809,0.1628094,73.00099,50.111942,174.85503,-41.42235,0.35026976,41.565422,3.590573,8.002622
53,53,Babi_I_11,19.82,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_11.merged.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_11.merged.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_11.merged.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_11.merged.g.vcf.gz,Babi_I_11_EKDN240018834-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-7.1229672,0.11645317,108.11623,45.57171,222.11028,104.02364,-66.75767,-7.320355,-60.01331,-66.219444
54,54,Babi_I_12,11.12,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_12_EKDN240018835-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_12_EKDN240018835-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_12_EKDN240018835-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_12_EKDN240018835-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_12_EKDN240018835-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-4.9330244,0.12382752,111.12201,0.5181341,87.95056,-56.280415,59.537804,26.545643,40.829132,105.7883
55,55,Babi_I_13,12.23,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_13_EKDN240018836-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_13_EKDN240018836-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_13_EKDN240018836-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_13_EKDN240018836-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_13_EKDN240018836-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-6.402398,0.061081357,128.53741,16.276114,186.59029,25.751251,-0.34324095,17.904152,-27.989763,18.470922
56,56,Babi_I_14,7.46,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_14_EKDN240018837-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_14_EKDN240018837-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_14_EKDN240018837-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_14_EKDN240018837-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_14_EKDN240018837-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-7.1323576,0.18287987,94.862854,27.742462,161.84964,47.3095,-14.172942,21.50216,-20.461384,-28.679543
57,57,Babi_I_15,11.19,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_15_EKDN240018838-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_15_EKDN240018838-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_15_EKDN240018838-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_15_EKDN240018838-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_15_EKDN240018838-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-7.323885,0.21340497,80.15389,25.907143,102.45733,-38.61473,32.413033,-4.0761924,24.125307,77.43387
58,58,Babi_I_16,10.06,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_16_EKDN240018839-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_16_EKDN240018839-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_16_EKDN240018839-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_16_EKDN240018839-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_16_EKDN240018839-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-4.57647,-0.17568651,116.05378,-4.1373177,20.296562,-22.178854,23.731768,-38.86109,39.810867,18.063334
59,59,Babi_I_17,12.82,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_17_EKDN240018840-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_17_EKDN240018840-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_17_EKDN240018840-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_17_EKDN240018840-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_17_EKDN240018840-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-6.8976164,0.19637716,77.10425,37.438934,142.84879,10.322162,5.8518276,-5.94187,6.327537,38.20316
60,60,Babi_I_18,15.66,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_18_EKDN240018841-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_18_EKDN240018841-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_18_EKDN240018841-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_18_EKDN240018841-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_18_EKDN240018841-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41.0,1.0,1.0,Ethiopia Babile,ETN,Horn of Africa & Yemen,larvae,01/10/2023,collections between 2021-2023,,-5.249808,0.16794942,113.16497,-3.3241541,87.96189,-37.492462,39.776115,9.814948,32.18402,99.722824
